user,video,rating
3,1674,0
3,5124,0
3,313,0
3,538,0
3,2537,0
3,1349,0
3,61,0
3,3529,0
3,907,0
3,2274,0
3,956,0
3,746,0
3,3739,0
3,4677,0
3,2905,0
3,100,0
3,896,0
3,669,0
3,2678,0
3,4435,0
3,2168,0
3,2823,0
3,3323,0
3,5365,0
3,3745,0
3,228,0
3,3016,0
3,5366,0
3,3722,0
3,600,0
3,67,0
3,1571,0
3,4647,0
3,5203,0
3,1520,0
3,5366,0
3,3308,0
3,1553,0
3,1474,0
3,3342,0
3,5047,0
3,4468,0
3,600,0
3,1602,0
3,935,0
3,2315,0
3,4782,0
3,3422,0
3,600,0
3,1025,0
3,4382,0
3,3175,0
3,1976,0
3,3343,0
3,5411,0
3,3771,0
3,1641,0
3,5467,0
3,3765,0
3,3022,0
3,3618,0
3,3675,0
3,5279,0
3,4996,0
3,3771,0
3,1641,0
3,5467,0
3,3022,0
3,2352,0
4,1451,1
4,4181,1
4,1773,1
4,220,1
4,3154,1
4,1514,1
4,374,1
4,404,1
4,1179,1
4,3223,1
4,3875,1
4,827,1
4,3514,1
4,4106,1
4,3810,1
4,4030,1
4,1887,1
4,3359,1
4,5408,1
4,204,1
4,2336,0
4,3842,0
4,4047,0
4,2865,0
4,4931,0
4,514,0
4,4977,0
4,4736,0
4,2678,0
4,4977,0
4,1783,0
4,4278,0
4,2068,0
4,1413,0
4,5355,0
4,5124,0
4,4202,0
4,1413,0
4,3262,0
4,4591,0
4,2865,0
4,4278,0
4,211,0
4,1038,0
4,1740,0
4,2816,0
4,1067,0
4,1185,0
4,3695,0
4,2178,0
4,2344,0
4,1268,0
4,3334,0
4,610,0
4,1307,0
4,600,0
4,4230,0
4,2958,0
4,5300,0
4,1705,0
4,1617,0
4,3817,0
4,4021,0
4,3229,0
4,4278,0
4,1580,0
4,1582,0
4,5360,0
4,938,0
4,917,0
4,2816,0
4,5064,0
4,1478,0
4,2711,0
4,3254,0
4,2595,0
4,3039,0
4,1413,0
4,2896,0
4,51,0
4,3619,0
4,423,0
4,4439,0
4,300,0
4,4090,0
4,2191,0
4,1490,0
4,5456,0
4,1349,0
4,2806,0
4,3812,0
4,3851,0
4,4054,0
4,3254,0
4,1067,0
4,2102,0
4,3022,0
4,741,0
4,523,0
4,1413,0
4,2644,0
4,4494,0
4,4278,0
4,880,0
4,3917,0
5,4289,1
5,13,1
5,2987,1
5,1650,1
5,4942,1
5,99,1
5,5225,1
5,3297,1
5,5116,1
5,3716,1
5,4296,1
5,2581,1
5,1080,1
5,3982,1
5,2412,1
5,4106,1
5,3769,1
5,3177,1
5,2598,1
5,639,1
5,1302,0
5,4281,0
5,3756,0
5,5239,0
5,931,0
5,2805,0
5,338,0
5,1111,0
5,1203,0
5,3290,0
5,208,0
5,5216,0
5,4731,0
5,2264,0
5,3964,0
5,1335,0
5,2908,0
5,1312,0
5,404,0
5,3423,0
5,1265,0
5,3389,0
5,4750,0
5,4154,0
5,1144,0
5,4797,0
5,653,0
5,886,0
5,1488,0
5,899,0
5,3826,0
5,4004,0
5,4151,0
5,600,0
5,4647,0
5,385,0
5,4604,0
5,4339,0
5,2574,0
5,5248,0
5,948,0
5,2514,0
5,3040,0
5,5058,0
5,977,0
5,2368,0
5,1527,0
5,5214,0
5,5012,0
5,156,0
5,2492,0
5,945,0
5,5145,0
5,1590,0
5,4994,0
5,716,0
5,5442,0
5,738,0
5,3544,0
5,2374,0
5,5460,0
5,4211,0
5,3971,0
5,1717,0
5,5058,0
5,1477,0
5,3842,0
5,220,0
5,3224,0
5,1009,0
5,4297,0
5,1413,0
5,2664,0
5,158,0
5,3804,0
5,2902,0
5,1036,0
5,600,0
5,2169,0
5,449,0
5,646,0
5,5123,0
5,3412,0
5,1478,0
5,5261,0
5,4912,0
5,4456,0
5,4151,0
5,5123,0
5,1496,0
6,2725,1
6,4916,1
6,2293,1
6,3851,1
6,1697,1
6,5284,1
6,5226,1
6,92,1
6,5387,1
6,4052,1
6,1460,1
6,3721,1
6,1371,1
6,1339,1
6,140,1
6,220,1
6,3709,1
6,4749,1
6,4329,1
6,4800,1
6,2525,0
6,5064,0
6,2589,0
6,3746,0
6,4025,0
6,2678,0
6,3274,0
6,1713,0
6,949,0
6,846,0
6,1621,0
6,1927,0
6,3022,0
6,4931,0
6,2678,0
6,5381,0
6,1215,0
6,2816,0
6,4731,0
6,1301,0
6,5052,0
6,4931,0
6,4106,0
6,2068,0
6,1444,0
6,379,0
6,4184,0
6,1945,0
6,3512,0
6,3836,0
6,1761,0
6,1561,0
6,2303,0
6,3891,0
6,26,0
6,1783,0
6,186,0
6,3771,0
6,4931,0
6,662,0
6,3022,0
6,3254,0
6,345,0
6,1024,0
6,1122,0
6,4072,0
6,4295,0
6,5142,0
6,4383,0
6,4972,0
6,3339,0
6,4564,0
6,3263,0
6,2816,0
6,1663,0
6,1276,0
6,259,0
6,2329,0
6,1599,0
6,2019,0
6,3254,0
6,4554,0
6,5124,0
6,4977,0
6,2865,0
6,2068,0
6,3254,0
6,4208,0
6,3884,0
6,3528,0
6,5366,0
6,2509,0
6,3254,0
6,1307,0
6,1635,0
6,3117,0
6,3589,0
6,600,0
6,4866,0
6,3022,0
6,2274,0
6,3254,0
6,1369,0
6,5214,0
6,1784,0
7,1921,1
7,3356,1
7,757,1
7,3767,1
7,2945,1
7,3430,1
7,2076,1
7,5428,1
7,5149,1
7,504,1
7,2187,1
7,394,1
7,226,1
7,1948,1
7,3863,1
7,857,1
7,980,1
7,1472,1
7,3938,1
7,921,1
7,3851,0
7,3443,0
7,3348,0
7,566,0
7,3978,0
7,4699,0
7,4941,0
7,2417,0
7,3348,0
7,5177,0
7,1030,0
7,1259,0
7,1775,0
7,4731,0
7,1071,0
7,5152,0
7,3234,0
7,1783,0
7,4591,0
7,4576,0
7,1259,0
7,3851,0
7,4321,0
7,1878,0
7,2794,0
7,3842,0
7,4106,0
7,1803,0
7,1141,0
7,3947,0
7,3884,0
7,3798,0
7,4647,0
7,3029,0
7,4892,0
7,4962,0
7,2361,0
7,1815,0
7,2274,0
7,2775,0
7,581,0
7,4484,0
7,631,0
7,600,0
7,12,0
7,404,0
7,3890,0
7,4117,0
7,2311,0
7,404,0
7,2274,0
7,600,0
7,631,0
7,3851,0
7,2395,0
7,439,0
7,5004,0
7,2944,0
7,5481,0
7,4698,0
7,4974,0
7,1738,0
7,3313,0
7,3038,0
7,1045,0
7,4706,0
7,1772,0
7,3554,0
7,4896,0
7,5463,0
7,2110,0
7,3896,0
7,3942,0
7,4870,0
7,3,0
7,5445,0
7,4985,0
7,619,0
7,404,0
7,3851,0
7,1255,0
7,3851,0
7,4456,0
7,2535,0
7,2871,0
7,4275,0
7,5471,0
7,2334,0
7,4402,0
7,474,0
8,288,1
8,4193,1
8,1584,1
8,4181,1
8,1228,1
8,3306,1
8,5385,1
8,5064,1
8,1397,1
8,5347,1
8,2795,1
8,4106,1
8,4192,1
8,4181,1
8,656,1
8,2643,1
8,713,1
8,2643,1
8,2232,1
8,2771,1
8,4753,0
8,2406,0
8,3138,0
8,3393,0
8,1330,0
8,3258,0
8,4344,0
8,3590,0
8,1360,0
8,3624,0
8,2990,0
8,3339,0
8,2001,0
8,3624,0
8,2990,0
8,3339,0
8,2001,0
8,84,0
8,3531,0
8,207,0
8,675,0
8,4731,0
8,220,0
8,3851,0
8,1864,0
8,3755,0
8,3806,0
8,59,0
8,2589,0
8,3851,0
8,3771,0
8,1783,0
8,5121,0
8,1641,0
8,3765,0
8,4956,0
8,3981,0
8,2816,0
8,1937,0
8,4977,0
8,1413,0
8,3851,0
8,2876,0
8,3659,0
8,3851,0
8,2443,0
8,3710,0
8,220,0
8,5445,0
8,993,0
8,4731,0
8,3851,0
8,5445,0
8,769,0
8,3659,0
8,1413,0
8,1783,0
8,4731,0
8,2883,0
8,4977,0
8,3851,0
8,4881,0
8,4490,0
8,1413,0
8,3851,0
8,1514,0
8,220,0
8,3659,0
8,811,0
8,600,0
8,2022,0
8,3851,0
8,1413,0
8,3851,0
8,3659,0
8,220,0
8,2333,0
8,3851,0
8,2816,0
8,3659,0
8,4316,0
8,1696,0
8,3851,0
8,603,0
8,220,0
8,4731,0
9,4643,1
9,4181,1
9,4940,1
9,2025,1
9,3817,1
9,5270,1
9,534,1
9,2543,1
9,3857,1
9,995,1
9,3881,1
9,2648,1
9,4721,1
9,4112,1
9,4738,1
9,4303,1
9,2705,1
9,200,1
9,4738,1
9,2336,0
9,521,0
9,2619,0
9,1259,0
9,4731,0
9,1696,0
9,1783,0
9,2619,0
9,1706,0
9,3659,0
9,3820,0
9,2816,0
9,4628,0
9,220,0
9,3851,0
9,1783,0
9,4977,0
9,3003,0
9,1052,0
9,771,0
9,2641,0
9,481,0
9,1052,0
9,2259,0
9,1270,0
9,124,0
9,613,0
9,4554,0
9,3659,0
9,5414,0
9,3851,0
9,1004,0
9,2871,0
9,1710,0
9,3107,0
9,5257,0
9,1217,0
9,3710,0
9,600,0
9,4881,0
9,1302,0
9,600,0
9,4647,0
9,3254,0
9,828,0
9,2816,0
9,1526,0
9,961,0
9,4576,0
9,220,0
9,1783,0
9,1040,0
9,3306,0
9,993,0
9,4591,0
9,857,0
9,4087,0
9,220,0
9,3993,0
9,3254,0
9,3851,0
9,2676,0
9,3429,0
9,2155,0
9,4106,0
9,4054,0
9,1315,0
9,4810,0
9,884,0
9,1369,0
9,3080,0
9,1993,0
9,907,0
9,3710,0
9,1815,0
9,220,0
9,4647,0
9,3254,0
9,1413,0
9,3067,0
10,272,1
10,4555,1
10,4675,1
10,3500,1
10,408,1
10,4106,1
10,5464,1
10,2164,1
10,821,1
10,4638,1
10,4259,1
10,4692,1
10,4115,1
10,5064,1
10,146,1
10,1172,1
10,517,1
10,1689,1
10,4397,1
10,5360,1
10,4375,0
10,3851,0
10,2787,0
10,1820,0
10,1939,0
10,4557,0
10,3645,0
10,270,0
10,5244,0
10,2409,0
10,3228,0
10,889,0
10,672,0
10,4500,0
10,5347,0
10,1963,0
10,3851,0
10,2711,0
10,3408,0
10,3851,0
10,1565,0
10,4416,0
10,4277,0
10,4162,0
10,263,0
10,1413,0
10,603,0
10,220,0
10,4977,0
10,1259,0
10,1484,0
10,454,0
10,2939,0
10,4071,0
10,3890,0
10,4981,0
10,404,0
10,1524,0
10,3397,0
10,5159,0
10,2128,0
10,532,0
10,526,0
10,369,0
10,4394,0
10,1942,0
10,1512,0
10,1167,0
10,1515,0
10,5338,0
10,3567,0
10,3765,0
10,1641,0
10,4812,0
10,600,0
10,650,0
10,47,0
10,3710,0
10,2324,0
10,121,0
10,1153,0
10,4075,0
10,3890,0
10,326,0
10,600,0
10,2660,0
10,3454,0
10,2610,0
10,2549,0
10,5477,0
10,2660,0
10,4431,0
10,3427,0
10,240,0
10,4426,0
10,3851,0
10,791,0
10,4897,0
10,1880,0
10,4886,0
10,3321,0
10,817,0
10,4541,0
11,2888,1
11,4700,1
11,1848,1
11,4656,1
11,1158,1
11,4117,1
11,2522,1
11,2692,1
11,4046,1
11,2143,1
11,2594,1
11,4998,1
11,1892,1
11,2636,1
11,5140,1
11,4278,1
11,2666,1
11,4278,1
11,4893,1
11,3646,1
11,2296,0
11,327,0
11,661,0
11,2077,0
11,2096,0
11,705,0
11,3345,0
11,184,0
11,1097,0
11,2380,0
11,2678,0
11,3233,0
11,5146,0
11,1628,0
11,658,0
11,4054,0
11,4450,0
11,3142,0
11,665,0
11,4236,0
11,2125,0
11,404,0
11,2270,0
11,3242,0
11,404,0
11,2965,0
11,938,0
11,2580,0
11,89,0
11,3155,0
11,4195,0
11,1282,0
11,4456,0
11,1006,0
11,2383,0
11,2494,0
11,1874,0
11,600,0
11,4181,0
11,3809,0
11,5237,0
11,5189,0
11,1993,0
11,1981,0
11,612,0
11,5257,0
11,691,0
11,4529,0
11,2637,0
11,5189,0
11,1017,0
11,5471,0
11,2343,0
11,3294,0
11,1542,0
11,1890,0
11,3595,0
11,3326,0
11,4581,0
11,3560,0
11,277,0
11,4562,0
11,4614,0
11,352,0
11,600,0
11,2685,0
11,4494,0
11,1443,0
11,5471,0
11,4614,0
11,2719,0
11,4554,0
11,1087,0
11,1495,0
11,1311,0
11,1408,0
11,4494,0
11,1443,0
11,5444,0
11,600,0
11,3822,0
11,4494,0
11,3813,0
11,4060,0
11,4494,0
11,5189,0
11,5012,0
11,3659,0
11,1862,0
12,1658,1
12,4721,1
12,5243,1
12,4106,1
12,3180,1
12,69,1
12,3797,1
12,3480,1
12,1253,1
12,3748,1
12,279,1
12,3809,1
12,1916,1
12,3817,1
12,2306,1
12,404,1
12,448,1
12,3851,1
12,3955,1
12,5237,1
12,282,0
12,3272,0
12,1707,0
12,1468,0
12,4731,0
12,4931,0
12,415,0
12,3441,0
12,433,0
12,3828,0
12,3842,0
12,2488,0
12,36,0
12,220,0
12,4449,0
12,1259,0
12,4190,0
12,1142,0
12,498,0
12,3893,0
12,2367,0
12,4264,0
12,1192,0
12,3939,0
12,2622,0
12,3143,0
12,739,0
12,2702,0
12,339,0
12,5445,0
12,1959,0
12,600,0
12,1799,0
12,4899,0
12,3890,0
12,3695,0
12,561,0
12,3890,0
12,5175,0
12,3510,0
12,4152,0
12,4771,0
12,3873,0
12,4278,0
12,3849,0
12,4691,0
12,4669,0
12,1040,0
12,3254,0
12,1778,0
12,3307,0
12,3557,0
12,4444,0
12,4977,0
12,2865,0
12,220,0
12,1413,0
12,603,0
12,723,0
12,2744,0
12,4316,0
12,4270,0
12,2828,0
12,3890,0
12,3695,0
12,4570,0
12,5287,0
12,857,0
12,3890,0
12,1597,0
12,2816,0
12,3022,0
12,1641,0
12,1764,0
12,5189,0
12,3348,0
12,133,0
12,3229,0
12,1127,0
12,3903,0
12,3849,0
12,4456,0
12,3254,0
12,2940,0
13,3657,1
13,5345,1
13,5235,1
13,1259,1
13,848,1
13,1250,1
13,1392,1
13,3817,1
13,888,1
13,3517,1
13,2755,1
13,5168,1
13,1774,1
13,2771,1
13,3310,1
13,5340,1
13,4813,1
13,3185,1
13,3580,1
13,934,1
13,4206,0
13,921,0
13,4160,0
13,2019,0
13,319,0
13,1288,0
13,197,0
13,563,0
13,5078,0
13,1251,0
13,3851,0
13,4778,0
13,2656,0
13,1706,0
13,2595,0
13,220,0
13,3809,0
13,4181,0
13,3659,0
13,4554,0
13,1815,0
13,1503,0
13,2,0
13,4054,0
13,378,0
13,4406,0
13,1386,0
13,2019,0
13,3659,0
13,2164,0
13,2103,0
13,220,0
13,1873,0
13,4977,0
13,603,0
13,1864,0
13,600,0
13,3659,0
13,4614,0
13,373,0
13,1864,0
13,4977,0
13,4515,0
13,4721,0
13,220,0
13,600,0
13,367,0
13,2019,0
13,2702,0
13,600,0
13,4514,0
13,4554,0
13,733,0
13,4820,0
13,308,0
13,2202,0
13,3710,0
13,4316,0
13,1413,0
13,600,0
13,220,0
13,2785,0
13,1873,0
13,600,0
13,2019,0
13,3659,0
13,3127,0
13,909,0
13,4667,0
13,5431,0
13,2165,0
13,2339,0
13,2019,0
13,1805,0
13,5177,0
13,2976,0
13,4174,0
13,2260,0
13,797,0
13,4273,0
13,3655,0
13,2019,0
13,1733,0
13,3332,0
13,1267,0
13,4514,0
13,2019,0
13,4738,0
13,2466,0
13,1343,0
14,5384,1
14,2365,1
14,3647,1
14,2106,1
14,2240,1
14,4278,1
14,1792,1
14,315,1
14,105,1
14,2274,1
14,1961,1
14,5237,1
14,4723,1
14,2143,1
14,1344,1
14,2073,1
14,4592,1
14,1423,1
14,434,1
14,5064,1
14,5268,0
14,404,0
14,2595,0
14,4078,0
14,2289,0
14,404,0
14,4742,0
14,4055,0
14,220,0
14,2060,0
14,2536,0
14,2057,0
14,2619,0
14,2536,0
14,1638,0
14,4676,0
14,3851,0
14,5120,0
14,220,0
14,4432,0
14,3851,0
14,1443,0
14,4494,0
14,1408,0
14,619,0
14,3254,0
14,5376,0
14,422,0
14,2595,0
14,3851,0
14,1461,0
14,1796,0
14,4494,0
14,2595,0
14,3195,0
14,404,0
14,5124,0
14,3736,0
14,1307,0
14,3268,0
14,3333,0
14,3662,0
14,926,0
14,2595,0
14,3483,0
14,2269,0
14,2798,0
14,5012,0
14,3849,0
14,4456,0
14,4494,0
14,3254,0
14,2794,0
14,4731,0
14,4691,0
14,3849,0
14,3809,0
14,4647,0
14,5449,0
14,3254,0
14,5409,0
14,3609,0
14,5249,0
14,4045,0
14,2079,0
14,329,0
14,3042,0
14,657,0
14,4054,0
14,3961,0
14,628,0
14,3093,0
14,1847,0
14,3961,0
14,628,0
14,3093,0
14,1847,0
14,3792,0
14,4719,0
14,5214,0
14,4640,0
14,3771,0
14,4494,0
14,3254,0
14,5121,0
14,4591,0
15,774,1
15,1696,1
15,4925,1
15,756,1
15,2345,1
15,2326,1
15,3394,1
15,1838,1
15,959,1
15,4721,1
15,815,1
15,4721,1
15,3005,1
15,4190,1
15,2561,1
15,2619,1
15,4399,1
15,921,1
15,1573,1
15,3842,1
15,3039,0
15,4731,0
15,1259,0
15,4977,0
15,3710,0
15,52,0
15,5347,0
15,220,0
15,731,0
15,2488,0
15,472,0
15,2523,0
15,4478,0
15,2512,0
15,2687,0
15,2453,0
15,3915,0
15,2615,0
15,5172,0
15,4591,0
15,2764,0
15,1687,0
15,2064,0
15,1905,0
15,4552,0
15,1716,0
15,3768,0
15,3209,0
15,1194,0
15,3277,0
15,4617,0
15,5445,0
15,4106,0
15,686,0
15,3710,0
15,1419,0
15,3783,0
15,220,0
15,3039,0
15,3659,0
15,1783,0
15,4812,0
15,3851,0
15,3710,0
15,404,0
15,2906,0
15,1413,0
15,4181,0
15,4106,0
15,3079,0
15,220,0
15,3851,0
15,1976,0
15,3813,0
15,4181,0
15,4617,0
15,3659,0
15,3022,0
15,2281,0
15,2600,0
15,3851,0
15,4297,0
15,3254,0
15,1413,0
15,3851,0
15,3003,0
15,220,0
15,3039,0
15,2816,0
15,3851,0
15,962,0
15,361,0
15,1504,0
15,4275,0
15,786,0
15,712,0
15,2334,0
15,2816,0
15,2071,0
15,3710,0
15,3851,0
15,612,0
15,3851,0
15,4984,0
15,3857,0
15,4202,0
16,2804,1
16,1009,1
16,2863,1
16,1027,1
16,3275,1
16,5466,1
16,2282,1
16,2280,1
16,397,1
16,1376,1
16,987,1
16,2699,1
16,844,1
16,2263,1
16,383,1
16,2333,1
16,3295,1
16,1229,1
16,4933,1
16,4364,1
16,220,0
16,4106,0
16,3088,0
16,3039,0
16,3485,0
16,3851,0
16,3857,0
16,4278,0
16,600,0
16,5402,0
16,2533,0
16,2437,0
16,1931,0
16,979,0
16,2019,0
16,29,0
16,3851,0
16,5023,0
16,3842,0
16,4538,0
16,1749,0
16,3162,0
16,3842,0
16,4538,0
16,1749,0
16,3162,0
16,2072,0
16,2474,0
16,4137,0
16,5399,0
16,3962,0
16,5150,0
16,4137,0
16,2377,0
16,2166,0
16,2471,0
16,2019,0
16,3494,0
16,4647,0
16,3684,0
16,920,0
16,198,0
16,2019,0
16,1592,0
16,4647,0
16,3851,0
16,4420,0
16,273,0
16,2019,0
16,1952,0
16,4265,0
16,2019,0
16,1355,0
16,2889,0
16,5064,0
16,2514,0
16,2631,0
16,2892,0
16,1569,0
16,866,0
16,2595,0
16,1383,0
16,2019,0
16,3022,0
16,4738,0
16,5189,0
16,1341,0
16,2595,0
16,926,0
16,600,0
16,1019,0
16,4419,0
16,537,0
16,4494,0
16,1514,0
16,3575,0
16,600,0
16,5471,0
16,600,0
16,24,0
16,2940,0
16,5214,0
16,2026,0
16,600,0
16,2871,0
16,2595,0
16,4114,0
17,3404,1
17,3063,1
17,1746,1
17,2950,1
17,1482,1
17,5034,1
17,2024,1
17,2376,1
17,2936,1
17,2476,1
17,3281,1
17,3585,1
17,5180,1
17,3485,1
17,2455,1
17,220,1
17,4245,1
17,4106,1
17,946,1
17,1444,1
17,1076,0
17,4989,0
17,5009,0
17,2781,0
17,4989,0
17,2800,0
17,3499,0
17,3355,0
17,2332,0
17,3699,0
17,625,0
17,1679,0
17,1182,0
17,3551,0
17,2245,0
17,877,0
17,2419,0
17,404,0
17,2809,0
17,2456,0
17,219,0
17,4177,0
17,2456,0
17,1856,0
17,1060,0
17,5324,0
17,1525,0
17,5284,0
17,3350,0
17,3904,0
17,440,0
17,2956,0
17,998,0
17,4212,0
17,5031,0
17,631,0
17,703,0
17,3601,0
17,3704,0
17,2871,0
17,1307,0
17,5257,0
17,1341,0
17,3022,0
17,521,0
17,1064,0
17,445,0
17,3535,0
17,4187,0
17,2432,0
17,107,0
17,4949,0
17,3159,0
17,4457,0
17,307,0
17,4731,0
17,3039,0
17,906,0
17,4977,0
17,3993,0
17,2557,0
17,4877,0
17,3013,0
17,3883,0
17,3130,0
17,4977,0
17,3851,0
17,1413,0
17,435,0
17,4367,0
17,3855,0
17,3710,0
17,3505,0
17,2711,0
17,465,0
17,1181,0
17,4897,0
17,1413,0
17,3845,0
17,3339,0
17,938,0
17,133,0
17,2865,0
17,1413,0
17,906,0
17,1873,0
17,3183,0
18,4257,1
18,3178,1
18,1051,1
18,2568,1
18,2048,1
18,309,1
18,5211,1
18,3153,1
18,3099,1
18,3576,1
18,2427,1
18,2981,1
18,495,1
18,2109,1
18,2458,1
18,3851,1
18,382,1
18,220,1
18,4234,1
18,2241,1
18,2114,0
18,2791,0
18,2885,0
18,3257,0
18,5322,0
18,1252,0
18,2607,0
18,1119,0
18,1543,0
18,5131,0
18,4823,0
18,1143,0
18,1393,0
18,1286,0
18,5410,0
18,37,0
18,1391,0
18,550,0
18,648,0
18,2917,0
18,4278,0
18,3629,0
18,4007,0
18,4165,0
18,2690,0
18,443,0
18,3831,0
18,3199,0
18,2889,0
18,3419,0
18,2429,0
18,5257,0
18,890,0
18,3948,0
18,3596,0
18,4081,0
18,4279,0
18,5471,0
18,192,0
18,3276,0
18,4770,0
18,4891,0
18,5420,0
18,3381,0
18,5483,0
18,3254,0
18,4239,0
18,4403,0
18,4897,0
18,2108,0
18,1643,0
18,3909,0
18,1466,0
18,4278,0
18,181,0
18,2046,0
18,396,0
18,401,0
18,3074,0
18,3254,0
18,3667,0
18,3450,0
18,3317,0
18,5202,0
18,653,0
18,3948,0
18,4727,0
18,3022,0
18,3380,0
18,3254,0
18,1641,0
18,2327,0
18,1691,0
18,1529,0
18,3254,0
18,269,0
18,4977,0
18,3254,0
18,3809,0
18,2385,0
18,1413,0
18,4368,0
18,686,0
18,3970,0
18,3522,0
18,4977,0
18,3254,0
18,2714,0
18,3884,0
18,1709,0
19,627,1
19,1534,1
19,615,1
19,1705,1
19,4349,1
19,4018,1
19,303,1
19,2414,1
19,872,1
19,3134,1
19,994,1
19,1997,1
19,1091,1
19,1660,1
19,5480,1
19,788,1
19,2359,1
19,555,1
19,2452,1
