video1,video2,mutual
2300,3240,21
2300,4416,2
2300,167,2
2300,246,5
2300,1410,2
2300,1932,2
2300,2186,2
2300,4812,2
2300,3401,2
2300,5121,2
2300,1977,2
2300,1676,2
2300,415,4
2300,459,2
2300,1522,2
2300,4617,2
2300,173,2
2300,558,2
2300,5276,2
2300,1620,2
1313,1313,454
1313,2661,2
1313,2717,2
2892,2892,397
2892,344,21
2892,2902,2
2892,1569,2
2892,2700,2
3754,3754,140
3754,91,8
3754,1471,6
3754,2831,2
3754,1883,4
2392,2392,408
2392,1701,3
2392,577,23
2392,347,4
2392,1131,9
2392,3187,3
2392,261,2
2392,4029,2
2392,1342,2
2392,1696,2
2392,906,5
2392,3537,2
2392,4829,2
2392,3290,4
2392,441,6
2392,2019,6
2392,3068,4
2392,4518,4
2392,2686,2
2392,1838,2
2392,2870,3
2392,5431,7
2392,4561,2
2392,1714,3
2392,2731,2
2392,940,4
2392,5045,5
2392,4667,5
2392,3127,10
2392,1155,3
2392,750,2
2392,2470,2
2392,3183,5
2392,514,5
2392,5340,7
2392,4162,2
2392,5126,2
2392,2811,5
2392,4917,4
2392,1157,2
2392,5466,2
2392,1413,3
2392,1749,3
2392,939,2
2392,537,4
2392,3469,9
2392,2413,3
2392,3767,3
2392,3234,4
2392,4181,6
2392,3731,2
2392,1661,2
2392,1082,2
2392,2515,3
2392,3340,5
2392,1220,3
2392,909,4
2392,787,8
2392,3926,2
2392,5342,2
2392,3851,2
2392,2164,3
2392,220,2
2392,5030,2
2392,4617,2
2392,2786,2
2392,4646,5
2392,3588,3
2392,1307,2
2392,3277,2
2392,2643,3
2392,3858,9
2392,5000,2
2392,650,4
2392,812,3
2392,2136,3
2392,2874,2
2392,2081,2
2392,1509,2
2392,283,3
2392,3945,2
2392,4866,3
2392,4093,5
2392,5138,5
2392,3020,2
2392,5284,5
2392,4650,2
2392,51,3
2392,5449,2
2392,2785,3
2392,3310,2
2392,2142,2
2392,4316,2
2392,367,2
2392,278,5
2392,3321,2
2392,1831,2
2392,415,2
2392,83,2
2392,813,3
2392,2711,2
2392,5052,2
2392,1461,2
2392,2165,2
2392,2403,2
2392,1229,3
2392,993,4
2392,2638,3
2392,4455,3
2392,2972,2
2392,3634,2
2392,1035,2
2392,555,2
2392,2253,3
2392,5373,2
2392,3816,2
2392,1419,3
2392,3235,4
2392,2295,2
1478,1478,345
1478,5060,3
1478,1311,3
1478,1495,11
1478,4568,2
1478,2404,2
1478,5366,8
1478,2906,2
1478,5157,2
1478,2910,2
1478,1815,5
1478,5003,2
1478,1218,3
1478,3022,2
1478,1641,2
1478,5393,2
1478,1793,3
1478,536,2
1478,2268,2
129,129,85
129,4749,2
129,3909,4
129,4625,2
129,2109,2
129,3925,2
129,4903,2
278,278,293
278,3731,16
278,3469,4
278,1229,3
278,2640,2
278,686,3
278,2643,4
278,603,6
278,4093,10
278,3755,3
278,3127,8
278,5161,2
278,909,10
278,2019,5
278,5138,7
278,5340,4
278,4367,4
278,537,3
278,3003,3
278,2876,9
278,2816,6
278,5045,9
278,1783,11
278,4568,3
278,3020,3
278,2515,5
278,750,7
278,441,4
278,1873,4
278,4181,3
278,5431,7
278,2253,4
278,4731,5
278,1419,2
278,1706,5
278,1932,4
278,514,11
278,1687,2
278,1148,4
278,1444,5
278,1839,2
278,2785,5
278,1736,2
278,5126,2
278,4812,3
278,3234,6
278,3767,5
278,1131,4
278,3068,4
278,3183,4
278,787,10
278,4336,2
278,4646,3
278,2133,3
278,201,3
278,1413,6
278,940,4
278,4667,2
278,2392,5
278,5445,2
278,3092,3
278,2811,6
278,3203,5
278,2404,2
278,4279,2
278,1831,2
278,1696,4
278,2403,3
278,3187,2
278,119,3
278,1864,2
278,52,4
278,4721,4
278,2408,4
278,4316,2
278,650,2
278,973,2
278,3285,2
278,74,2
278,2906,2
278,900,2
278,4681,2
278,1714,2
278,3441,2
278,4561,2
278,4864,2
278,1071,3
278,2865,4
278,2619,2
278,2165,3
278,3022,2
278,5466,2
278,5052,3
278,4552,2
278,5217,2
278,3306,2
278,2352,2
278,3235,3
278,577,2
278,4866,2
278,4926,2
278,3340,4
278,4420,2
278,5284,2
278,3887,2
278,4455,2
278,4515,2
278,5317,3
278,185,3
278,2144,2
278,415,2
278,1838,2
278,3816,2
278,3453,3
914,914,15
2047,2047,357
2047,159,2
3175,3175,258
3175,3821,7
3175,5127,8
3175,3370,4
3175,5401,11
3175,385,2
3175,1272,5
3175,2503,3
3175,233,2
3175,4988,2
3175,2684,2
3175,5124,2
3175,370,3
3175,536,2
3175,1306,4
3175,3277,2
3175,4780,3
3175,3157,2
3175,1312,2
3175,1808,2
3175,3813,3
3175,2058,2
1862,1862,237
1862,787,4
1862,3646,9
1862,164,2
1862,1342,2
1862,2446,3
1862,5045,3
1862,788,5
1862,4190,2
1862,4583,2
1862,537,2
1862,5431,2
1862,3469,2
1862,5088,2
1862,3554,3
1862,2440,2
1862,3809,3
1862,4854,2
1862,2110,2
1862,3526,2
1862,2719,3
1862,553,2
1862,3441,2
1862,493,2
1862,3849,3
1862,560,2
1862,2535,2
1862,4995,2
1862,4460,2
1862,4380,3
1862,5237,2
1862,348,2
3690,3690,6
3690,2811,2
4881,2811,3
4881,4881,242
4881,3817,2
4881,2876,4
4881,906,2
4881,3077,3
4881,5161,2
4881,4681,5
4881,367,2
4881,3115,4
4881,2408,3
4881,2142,2
4881,3020,4
4881,1514,6
4881,220,3
4881,2253,3
4881,4265,3
4881,2865,4
4881,603,2
4881,4224,3
4881,2133,5
4881,2107,2
4881,3887,4
4881,1220,3
4881,441,5
4881,3147,2
4881,1061,2
4881,3068,2
4881,3765,3
4881,787,2
4881,5177,3
4881,5052,4
4881,4561,2
4881,2071,2
4881,4628,2
4881,490,3
4881,5060,2
4881,2816,4
4881,5317,5
4881,1683,3
4881,2619,3
4881,4977,2
4881,1696,4
4881,185,2
4881,119,3
4881,2403,4
4881,2859,3
4881,1783,7
4881,2164,4
4881,4336,2
4881,1932,2
4881,4316,3
4881,2352,4
4881,3262,2
4881,1126,4
4881,4279,4
4881,1831,2
4881,3485,4
4881,1864,4
4881,52,3
4881,4721,3
4881,3731,3
4881,3203,3
4881,3306,4
4881,1352,2
4881,2236,2
4881,4829,4
4881,3710,2
4881,5445,2
4881,1125,2
4881,3723,2
4881,5373,2
4881,4931,2
4881,2643,4
4881,3659,2
4881,4455,2
4881,3319,2
4881,4287,2
4881,1592,2
4881,1714,2
4881,4377,3
4881,1413,2
4881,3003,2
4881,686,2
4881,2019,2
4881,2501,2
4881,1071,2
4881,1419,3
4881,786,2
4881,1157,2
4881,3926,2
4881,545,2
4881,1224,2
4881,5431,2
4881,74,2
4881,415,2
4881,5217,2
4881,4093,3
4881,4190,2
4881,2711,3
4881,4864,2
4881,3441,2
4881,1570,3
4881,3906,2
4881,1377,2
4881,3052,2
4881,2558,2
4559,4559,30
4559,3277,2
3423,3423,311
3423,499,2
3423,1719,3
3423,3348,3
3423,5400,2
3423,2651,3
3423,2506,2
3423,1232,2
3423,5459,2
3423,2791,3
3423,258,2
3423,3651,2
2695,2695,23
1257,1257,307
1257,3588,3
1257,1035,2
1257,2776,6
1257,1831,4
1257,3485,2
1257,3348,2
1257,1766,9
1257,1082,2
1257,4610,4
1257,490,6
1257,4386,3
1257,1101,3
1257,3274,2
1257,3851,3
1257,2327,3
1257,1444,2
1257,4377,2
1257,3022,2
1257,4650,2
1257,1323,2
1257,1641,2
1257,3183,2
1257,603,2
1257,2081,2
1257,1931,2
1257,1410,2
1257,3771,2
1257,4617,2
1257,159,2
3096,3096,34
3096,4673,2
3798,194,2
3798,3798,378
3798,4076,2
3798,1254,2
3798,3674,3
3798,4892,2
3798,183,2
3798,511,2
3798,1001,2
3798,2191,2
3798,3561,2
3798,5371,2
3798,2150,2
3798,5181,2
3798,4810,2
3798,5459,2
3798,1307,3
3798,3729,2
3798,3358,2
2924,2924,56
4144,4144,340
4144,1037,2
4144,2036,3
4144,1297,3
4144,1224,2
4450,4450,382
4450,614,2
4450,1894,2
4947,4947,139
4947,5058,2
1393,1393,52
1071,1071,294
1071,3127,5
1071,2165,6
1071,3234,7
1071,909,7
1071,940,7
1071,3926,6
1071,1641,4
1071,3022,3
1071,5138,8
1071,1932,5
1071,514,8
1071,2515,6
1071,5217,3
1071,2619,8
1071,993,8
1071,1831,2
1071,1696,6
1071,2408,3
1071,4106,2
1071,441,16
1071,403,3
1071,2133,3
1071,3020,2
1071,1419,2
1071,3230,3
1071,537,12
1071,1706,4
1071,3092,8
1071,2019,8
1071,3183,6
1071,1352,2
1071,577,6
1071,3817,5
1071,2811,3
1071,650,5
1071,391,6
1071,5284,7
1071,2640,2
1071,3203,3
1071,4181,6
1071,5045,9
1071,3077,3
1071,5431,9
1071,415,8
1071,3003,6
1071,3469,4
1071,3340,3
1071,2585,2
1071,4731,7
1071,2295,3
1071,1518,3
1071,2186,5
1071,4336,5
1071,4931,4
1071,1220,2
1071,1125,5
1071,1061,2
1071,3928,2
1071,3441,3
1071,4721,6
1071,1873,3
1071,2785,6
1071,2107,2
1071,5340,2
1071,1229,3
1071,3485,4
1071,1864,2
1071,4093,5
1071,3771,3
1071,1749,2
1071,3115,4
1071,52,6
1071,51,7
1071,2906,3
1071,2310,2
1071,3039,2
1071,4926,3
1071,5052,6
1071,4265,4
1071,2876,4
1071,3271,4
1071,4377,4
1071,4561,4
1071,3235,3
1071,1923,2
1071,3731,11
1071,5177,3
1071,1413,2
1071,1035,3
1071,3710,3
1071,4568,3
1071,2403,3
1071,3071,2
1071,4279,2
1071,185,5
1071,1218,2
1071,278,3
1071,2643,3
1071,5445,3
1071,603,3
1071,1783,5
1071,750,3
1071,1444,4
1071,1148,2
1071,2253,5
1071,2058,3
1071,1683,2
1071,5373,2
1071,2972,2
1071,2068,2
1071,1131,2
1071,5064,3
1071,4628,3
1071,3765,3
1071,1838,2
1071,4738,2
1071,787,2
1071,3887,2
1071,2164,2
1071,3408,4
1071,2731,2
1071,3967,2
1071,2556,2
1071,4224,5
1071,813,2
1071,2352,2
1071,2208,3
1071,3147,3
1071,3285,2
1071,3068,4
1071,4367,3
1071,4829,2
1071,4881,2
1071,545,2
1071,4837,2
1071,4515,3
1071,3306,2
1071,2870,2
1071,4917,2
1071,283,2
1071,1577,2
1071,74,2
1071,2771,2
1071,1592,2
1071,906,4
1071,3301,2
1071,5161,2
1071,2071,2
1071,3008,2
1492,1492,445
1492,1130,2
2978,2978,6
2231,2231,365
2231,3036,3
2231,600,2
2231,2417,2
2231,4553,2
2231,480,4
2231,3526,2
2231,1457,2
2231,3816,8
2231,2906,2
2231,3001,3
2231,3921,8
2231,3008,2
2231,179,4
2231,3849,3
2231,3930,3
2231,503,6
2231,2292,4
2231,3545,6
2231,1523,5
2231,4825,3
2231,1220,3
2231,2268,2
2231,1061,3
2231,3928,2
2231,2515,2
2231,152,6
2231,1577,2
2231,4633,2
2231,675,2
2231,2874,2
2231,4838,2
2231,2081,2
2231,2208,2
2231,4380,3
2231,4413,2
2231,857,2
2231,2719,2
2231,4857,3
2231,2153,4
2231,3324,2
2231,5347,2
2231,3077,2
2231,5331,2
2231,5177,2
2231,5069,2
2231,3986,2
2680,2680,292
2680,1306,2
2680,3318,2
2680,3087,2
2680,776,3
2680,1965,2
2680,4875,2
2680,1047,2
2680,2154,2
2680,3768,2
5264,5264,3
2857,2857,386
2857,2604,2
2857,860,2
2857,4817,3
2857,1183,2
2857,2213,2
2857,2898,2
2857,4601,2
4892,4892,378
4892,2274,3
4892,1671,2
4892,4962,2
4892,742,2
4892,5401,2
4892,926,2
4892,385,3
4892,1843,2
4892,4426,2
4892,1325,2
4892,152,2
4892,183,6
4892,3798,2
4892,142,2
4892,285,2
4892,4945,2
4892,4810,3
4892,1301,3
4892,4951,3
4892,1802,2
4892,847,2
4892,4249,3
4892,4324,2
4892,4356,3
4892,3757,2
4892,3568,2
4892,1366,2
4892,3880,2
4892,3268,3
4892,3622,2
4892,709,2
123,123,274
123,2068,2
123,1180,2
544,544,328
544,1452,2
544,5319,2
544,1270,2
544,295,2
544,1222,3
544,2560,2
544,958,2
544,2533,2
544,4109,2
544,74,2
544,4053,3
544,2764,3
544,4449,2
544,4533,2
1074,1074,376
1074,2562,2
1074,1410,2
1074,3667,2
1074,1229,2
1074,2686,2
1074,204,3
1074,516,3
1074,4277,2
1074,2807,2
1074,1932,2
1074,1793,2
1074,1620,5
1074,1714,2
1074,3008,2
1074,1335,2
1074,1312,2
1074,4828,2
1074,3052,2
1074,2643,2
1074,4416,2
1074,167,3
1074,809,2
3158,3158,62
3158,3793,2
372,372,99
372,4634,2
372,2328,2
758,758,321
758,3686,3
758,3221,2
758,4039,2
758,2250,2
758,3843,3
758,2432,2
758,93,2
3813,3813,381
3813,3582,3
3813,5063,2
3813,3191,2
3813,3781,2
3813,3218,2
3813,3732,2
3813,1815,2
3813,4387,2
3813,3821,2
3813,516,2
3813,2637,2
3813,1701,2
3813,5230,3
3813,1884,2
3813,3432,2
3813,1009,2
3813,4265,2
3813,4787,2
3813,5127,2
3813,3175,3
3813,5401,4
3813,2534,2
3813,4518,2
3813,352,2
3137,3137,326
3137,2758,2
3137,2768,2
282,282,401
282,4074,2
282,474,2
4239,4239,410
4239,3636,7
4239,791,4
4239,2973,2
4239,2143,2
4239,259,2
4239,4554,2
4897,4897,348
4897,4327,3
4897,4146,2
4897,4506,2
4897,4102,2
4897,4984,2
4897,1136,2
4897,453,2
4897,4838,2
3697,3697,385
3697,5294,2
3697,3887,2
3697,812,2
3697,3,2
3697,3077,2
3697,2419,2
1306,5003,2
1306,649,2
1306,1306,378
1306,1336,3
1306,3821,4
1306,1349,2
1306,2680,2
1306,5401,5
1306,1054,3
1306,1845,2
1306,370,3
1306,4939,2
1306,4207,2
1306,3175,4
1306,4976,2
1306,4762,3
2604,2604,371
2604,2336,2
2604,2857,2
2604,4962,2
2604,504,2
2604,1631,5
2604,3993,2
2604,3687,2
2604,3918,2
2604,4380,2
2604,976,2
2604,3142,2
2604,1365,2
2604,3347,2
625,625,4
1181,1181,352
1181,4109,4
1181,4222,2
1181,465,3
1181,3562,3
1181,87,2
1181,2820,2
1181,4826,2
1181,3773,2
1181,3529,2
311,311,220
311,2267,4
311,2719,2
311,3360,2
311,2692,2
311,4778,2
311,2153,2
311,2902,2
311,612,2
5013,5013,253
5013,1474,19
5013,2052,12
5013,4118,15
5013,829,19
5013,4915,8
5013,608,5
5013,1510,11
5013,3833,2
583,583,44
877,877,431
877,5239,2
877,1182,3
877,5135,2
4494,4494,22
3899,3899,320
3899,1947,3
3899,678,2
3899,2482,9
3899,5204,8
3899,413,2
3899,4546,7
3899,5459,2
3899,4896,3
3899,4062,4
3899,1878,5
3899,152,5
3899,4796,4
3899,5314,5
3899,2682,5
3899,2535,5
3899,1789,4
3899,2996,8
3899,553,6
3899,5463,6
3899,3896,7
3899,4419,3
3899,1681,2
3899,4904,2
3899,74,3
3899,786,2
3899,3265,2
3899,651,2
3899,1017,4
3899,1217,2
3899,2144,5
3899,3300,3
3899,3953,2
3899,2558,5
3899,612,3
3899,4261,8
3899,5020,3
3899,5088,2
3899,4321,3
3899,1504,2
3899,228,2
3899,5033,3
3899,1444,2
3899,4130,2
3899,2253,2
3899,3092,2
3899,3235,2
3899,2946,2
3899,787,2
3899,4106,2
3899,4612,2
3899,3068,2
3899,1148,3
3899,4400,2
3899,2794,10
3899,857,4
3899,3430,2
3899,751,2
3899,2476,3
3899,3900,4
3899,2110,4
3899,4691,2
3899,2416,4
3899,5395,2
3899,3526,8
3899,1182,2
3899,3569,2
3899,3277,2
3899,4331,4
3899,921,2
3899,1428,5
3899,2859,3
3899,4131,2
3899,5417,2
3899,4460,2
3899,1849,2
3899,782,2
3899,1377,2
3899,4854,4
3899,4789,3
3899,2115,2
3899,2719,5
3899,2726,3
1975,1975,100
1975,1284,3
5139,5139,451
5139,5049,4
5139,4568,2
5139,516,2
5139,347,2
5139,2395,2
5139,3542,4
5139,3802,2
5139,5115,2
5139,2736,2
5139,1552,2
5139,1671,2
5139,688,2
3336,3336,52
1551,3350,2
1551,1551,36
1551,4285,10
1551,3055,3
1551,3857,2
1551,2211,7
1551,3151,4
1551,2070,2
1551,4637,7
1551,4856,4
1551,2751,3
1551,2732,3
5448,5448,361
5448,3687,2
5448,1594,2
5448,899,2
5448,1734,2
1211,1211,424
1211,4099,8
1211,3165,2
1211,2902,3
1211,3492,2
1211,3865,2
1211,4841,2
5449,5449,90
5449,4998,2
5449,2292,3
5449,2143,2
5449,4380,2
5449,382,2
5449,1572,3
5449,4633,2
5449,4261,2
5449,2183,2
5449,2392,2
5449,4329,2
1305,1305,53
5130,5130,411
4049,4049,293
4049,789,3
4049,901,2
4049,4691,4
4049,2558,2
4049,842,2
4049,1005,6
4049,2334,3
4049,413,4
4049,2986,2
4049,5475,3
4049,2794,3
4049,3430,3
4049,4402,2
4049,5478,3
4049,3209,2
4049,299,2
4049,3069,3
4049,3265,2
4049,921,2
4049,4612,3
4049,3900,2
4049,1112,2
4049,225,2
4049,1377,2
4049,5069,2
4049,2494,3
4049,3857,2
4049,2946,3
4049,599,2
4049,1504,2
4049,1217,2
4049,1979,2
4049,4261,2
4049,2115,2
1183,1183,374
1183,735,5
1183,393,4
1183,2078,11
1183,2857,2
1183,3333,2
2817,2817,449
2817,2796,2
2817,4769,2
2817,1626,3
2817,4523,2
2817,806,4
2817,2818,2
2817,4205,2
5080,5080,327
2381,2381,147
2381,4697,10
2381,461,8
2381,3661,8
2381,395,2
4261,4261,350
4261,3300,6
4261,2732,3
4261,4062,7
4261,4856,3
4261,3319,3
4261,4863,3
4261,5204,6
4261,3900,3
4261,553,7
4261,1338,2
4261,2340,4
4261,4983,2
4261,4546,6
4261,2558,4
4261,4896,5
4261,2144,10
4261,857,12
4261,1878,3
4261,5314,6
4261,3899,8
4261,4130,4
4261,782,2
4261,3549,2
4261,2884,3
4261,4796,4
4261,2682,3
4261,5449,2
4261,970,3
4261,4612,2
4261,2719,5
4261,4008,7
4261,1789,9
4261,4854,7
4261,4904,3
4261,3526,6
4261,1112,2
4261,3209,4
4261,2278,5
4261,3430,3
4261,4331,7
4261,4984,3
4261,751,4
4261,2482,8
4261,5463,7
4261,2996,5
4261,612,2
4261,1017,2
4261,5216,4
4261,712,3
4261,4321,4
4261,1001,2
4261,901,5
4261,90,2
4261,2535,4
4261,3943,5
4261,4049,2
4261,2334,3
4261,3809,2
4261,3849,3
4261,1681,3
4261,2211,3
4261,2115,3
4261,2110,5
4261,3930,2
4261,2292,2
4261,3554,4
4261,1645,2
4261,4285,2
4261,4402,6
4261,5088,2
4261,2618,3
4261,1884,2
4261,2726,4
4261,4419,2
4261,3495,2
4261,2494,2
4261,1217,3
4261,789,2
4261,2791,2
4261,1428,3
4261,2794,5
4261,2416,3
4261,228,4
4261,1033,2
4261,1791,2
4261,1148,2
4261,3069,2
4261,5020,2
4261,2058,2
4261,686,2
4261,4215,2
4261,3896,3
4261,842,2
4261,3904,2
1987,83,6
1987,1987,131
1987,1647,2
1987,3147,2
1987,1706,2
1987,1932,2
1987,3290,4
1987,2515,2
1987,2387,2
1987,3108,2
1987,3189,2
2433,2433,146
2336,2336,412
2336,856,2
2336,488,2
2336,5176,2
2336,2604,2
2336,1217,2
2336,269,3
2336,3749,2
2336,2878,2
2336,67,2
3727,3727,277
3727,3816,2
3727,1225,2
3727,4829,2
3727,3696,2
5390,5390,399
5390,4886,2
5390,440,2
5390,3157,2
5390,2834,2
5390,269,2
5390,196,2
5390,335,2
3188,3188,21
1327,1327,338
1327,3272,2
3865,3865,229
3865,3399,3
3865,3377,8
3865,4185,7
3865,1211,2
5191,5191,433
5191,1715,2
5191,346,3
5191,5371,2
5191,148,2
5191,4076,2
5191,89,2
5191,2743,2
5191,2988,2
4193,4193,2
2772,5192,3
2772,2772,129
1718,1718,46
1718,3240,2
1718,246,2
1718,2300,6
1718,1977,2
1718,3401,2
1718,736,3
1718,2136,4
1718,2591,3
1718,3808,2
1718,3436,2
1718,1676,2
1718,4879,2
2824,2824,43
4209,4209,251
4209,183,2
4209,93,4
1777,1777,3
572,572,2
789,789,312
789,4049,3
789,2868,4
789,4261,2
789,1001,2
789,2719,3
789,1504,2
789,3904,2
789,440,3
789,225,2
789,2925,2
789,19,3
789,4129,2
789,865,2
789,2913,3
789,617,4
789,901,2
789,1973,3
789,712,2
789,4612,2
789,1878,2
789,2546,2
789,5257,2
4817,4817,370
4817,444,5
4817,4315,2
4817,2857,3
4817,2844,2
4683,4683,417
1843,1843,386
1843,735,2
1843,4892,2
1843,1747,2
1843,2274,2
1843,3665,2
1843,3618,2
1843,4950,2
1843,4110,2
1843,901,2
4132,4132,2
5439,5439,384
5439,3900,2
5439,921,2
5439,536,2
5439,2834,3
5439,1017,5
5439,4729,2
5439,4762,2
5439,4971,2
5439,1054,2
5439,2383,2
5439,2037,2
5439,1967,2
5439,1449,3
5439,4131,2
5439,1849,2
5439,2154,2
1381,1381,9
3194,3194,23
3194,196,2
3792,3792,4
3152,3152,343
3152,2206,5
3152,4408,3
3152,413,6
3152,1899,3
3152,2688,2
3152,742,4
3152,2037,9
3152,3478,8
3152,2410,5
3152,3149,3
3152,2321,2
3152,1439,2
3152,2758,8
3152,3473,2
3152,3816,2
3152,2827,2
3152,2334,2
3152,3904,3
3152,3900,2
3152,5463,2
3152,5355,2
3152,4246,4
3152,2792,4
3152,5020,3
3152,5475,3
3152,2925,2
3152,2494,2
3152,1973,2
3152,921,2
3152,225,3
3152,496,3
3152,299,3
3152,3300,2
3152,2946,2
3152,3776,2
3152,2535,2
3152,691,2
3152,19,3
3152,2147,2
3152,3208,2
3152,3549,3
3152,2741,2
3152,4971,2
3152,786,2
3152,3526,2
3152,842,2
5346,5346,231
5346,3149,2
1653,1653,13
3833,3833,473
3833,5013,2
19,19,400
19,4976,4
19,2925,2
19,2868,7
19,712,3
19,2758,2
19,440,8
19,1513,2
19,5478,3
19,1849,2
19,452,3
19,225,3
19,3265,2
19,2986,3
19,617,4
19,5031,2
19,1001,2
19,3152,3
19,2501,2
19,2913,2
19,2946,2
19,789,3
19,4246,2
19,1808,2
19,3319,2
19,4456,2
19,2410,2
19,691,2
19,4408,2
806,806,417
806,1130,2
806,166,2
806,89,2
806,4312,2
806,2817,4
806,4238,2
806,4887,2
806,4070,2
806,4205,2
806,4126,2
806,1803,2
3142,3142,445
3142,1308,2
3142,4185,3
3142,2604,2
139,139,371
139,266,2
139,3921,2
139,21,3
139,1272,2
139,1552,2
2295,2295,214
2295,3203,2
2295,1864,6
2295,4628,4
2295,1035,3
2295,5284,4
2295,1224,2
2295,2470,2
2295,5052,2
2295,3156,2
2295,1125,2
2295,3858,3
2295,1071,3
2295,1518,2
2295,4617,2
2295,3934,2
2295,2972,3
2295,1323,2
2295,1641,4
2295,1831,3
2295,1683,3
2295,4367,3
2295,5285,2
2295,787,2
2295,4518,2
2295,3767,2
2295,4731,2
2295,1444,3
2295,993,6
2295,3115,2
2295,3408,6
2295,1419,2
2295,441,4
2295,2771,2
2295,1873,3
2295,5317,3
2295,2816,3
2295,2071,2
2295,3887,2
2295,1413,2
2295,4866,3
2295,2153,2
2295,3634,2
2295,2785,2
2295,3092,2
2295,3234,2
2295,909,2
2295,1336,2
2295,1260,2
2295,1352,2
2295,51,2
2295,5360,2
2295,1696,3
2295,496,2
2295,3485,2
2295,4181,2
2295,3077,2
2295,3271,2
2295,1082,2
2295,1838,2
2295,4812,2
2295,2392,2
2295,1783,2
1607,1607,382
1607,4039,10
1607,2948,2
1607,1576,3
1607,2441,3
1607,769,2
1607,1808,2
1607,2689,2
1607,651,2
1607,1797,2
1607,3489,3
1607,612,2
1607,2678,2
1607,50,2
1607,5261,2
1607,4370,2
1607,1282,2
1607,2656,2
1607,5290,2
1607,786,2
1607,5417,2
471,471,8
2950,2950,422
2950,2245,8
2950,1182,9
2950,3551,5
2950,4076,3
2950,865,2
2950,2743,2
281,281,6
42,42,435
42,2001,2
42,2488,2
42,2923,2
42,4533,2
42,166,2
42,2678,2
5033,5033,301
5033,612,2
5033,5204,2
5033,1217,2
5033,2758,2
5033,2859,2
5033,2726,6
5033,786,3
5033,842,2
5033,413,2
5033,2361,2
5033,769,2
5033,4904,2
5033,624,2
5033,3319,2
5033,3611,3
5033,3899,3
5033,3265,3
5033,3149,2
5033,5417,2
5033,2794,3
5033,1377,2
5033,4946,2
5033,4441,2
5033,646,2
5033,1047,2
5033,1681,3
5033,4131,2
5033,2535,2
5033,4014,2
5033,4578,2
5033,2558,3
5033,4062,2
3497,3497,456
3497,2571,2
4666,4666,38
4666,766,2
2864,2864,376
2864,3473,2
2864,1249,2
2864,1830,4
2864,3478,2
2864,1491,2
2864,2206,2
2864,4381,2
2864,4971,2
5216,5216,384
5216,2618,2
5216,4778,2
5216,1148,2
5216,3857,2
5216,3478,2
5216,2834,2
5216,2792,2
5216,4261,4
5216,612,3
5216,4321,2
5216,2726,2
5216,4546,2
5216,4983,2
5216,5031,2
5216,5186,3
5216,5020,2
5216,1217,2
5216,2321,2
5216,3526,2
5216,1504,3
5216,1681,2
5216,4859,2
5216,5123,2
5216,5278,2
5216,2144,2
5216,1577,2
5216,1838,2
5216,5393,2
5216,786,2
5216,2692,2
5216,1156,2
5216,3611,2
2284,2284,13
4727,4727,383
4727,1141,2
4727,4486,2
4727,5161,2
4727,3268,2
773,773,394
773,776,3
773,1410,2
773,1731,2
773,769,2
773,5087,2
773,4762,2
773,3768,2
773,2002,2
773,2972,2
773,1233,2
773,246,2
328,328,322
328,1572,2
328,4426,2
328,2851,3
328,4114,2
328,364,2
328,67,2
328,233,2
328,1611,2
2700,2700,385
2700,856,2
2700,3321,2
2700,4426,2
2700,2892,2
2700,4750,2
2700,4207,2
2700,4387,2
2700,1965,2
2700,2961,2
2700,2274,2
2700,1829,2
997,997,399
997,865,2
997,3569,3
997,4610,2
997,4216,2
997,5330,2
997,3358,4
997,3022,4
997,164,2
997,3178,2
997,2351,3
997,4778,2
997,3016,2
997,5245,2
997,3541,2
997,159,3
997,5467,2
997,2776,3
997,480,2
997,3745,2
997,3755,2
2445,2445,45
2851,2851,243
2851,699,2
2851,3843,2
2851,5376,2
2851,810,2
2851,328,3
2851,1901,2
2851,4426,2
2851,3289,2
2851,4277,2
2851,532,2
2851,4309,2
2851,733,2
5358,5358,24
352,352,331
352,699,6
352,4598,4
352,3540,8
352,1042,2
352,2902,2
352,3686,5
352,3157,2
352,1036,2
352,3813,2
352,939,2
352,50,3
352,790,2
352,870,2
352,3715,2
352,2008,2
352,709,2
2753,2753,428
2753,1270,2
2753,3541,2
37,37,36
3943,3554,12
3943,5417,3
3943,3943,320
3943,1947,7
3943,2794,3
3943,4896,6
3943,4275,3
3943,4131,2
3943,117,2
3943,856,2
3943,133,2
3943,2416,8
3943,4402,4
3943,4577,2
3943,2334,3
3943,4854,3
3943,3430,4
3943,4612,2
3943,74,3
3943,4327,2
3943,5463,4
3943,2144,8
3943,3522,4
3943,4546,6
3943,4904,2
3943,1849,2
3943,3809,4
3943,2996,5
3943,2110,7
3943,3526,4
3943,4130,14
3943,4062,6
3943,4321,2
3943,2719,4
3943,1033,3
3943,5088,4
3943,5045,2
3943,5018,2
3943,1428,2
3943,4796,3
3943,3904,3
3943,2549,4
3943,857,7
3943,3896,3
3943,2535,9
3943,4778,2
3943,3265,2
3943,1260,2
3943,5395,3
3943,553,5
3943,228,2
3943,4261,5
3943,1878,5
3943,3001,2
3943,1789,3
3943,4983,2
3943,5204,8
3943,5020,2
3943,2558,2
3943,4377,2
3943,612,2
3943,5314,3
3943,782,2
3943,2446,2
3943,5031,2
3943,712,2
3943,2340,2
3943,4984,3
